id,road_type,num_lanes,curvature,speed_limit,lighting,weather,road_signs_present,public_road,time_of_day,holiday,school_season,num_reported_accidents,accident_risk
1964,highway,1,0.26,35,night,rainy,False,False,evening,False,True,0,0.4
1965,urban,3,0.65,45,night,foggy,False,False,morning,False,True,2,0.52
1966,highway,4,0.77,35,daylight,foggy,False,True,evening,True,True,2,0.37
1967,rural,1,0.32,35,dim,foggy,False,False,evening,False,True,1,0.19
1968,urban,1,0.47,35,dim,rainy,False,False,afternoon,True,True,0,0.19
1969,urban,4,0.36,25,night,rainy,True,False,evening,False,True,1,0.34
1970,urban,2,0.74,35,night,clear,True,True,evening,True,True,2,0.43
1971,rural,3,0.65,70,dim,clear,False,True,evening,False,True,2,0.32
1972,urban,3,0.74,25,daylight,rainy,False,False,afternoon,False,True,0,0.32
1973,urban,2,0.67,25,daylight,clear,True,False,evening,False,True,0,0.28
1974,rural,1,0.38,70,dim,foggy,False,True,morning,False,True,0,0.2
1975,highway,2,0.57,35,daylight,clear,False,True,morning,False,False,1,0.19
1976,highway,4,0.87,45,dim,clear,True,True,afternoon,False,True,3,0.46
1977,highway,3,0.75,45,daylight,rainy,True,False,morning,False,False,0,0.32
1978,urban,2,0.34,35,daylight,rainy,True,True,morning,True,False,0,0.13
1979,highway,2,0.07,70,daylight,rainy,True,False,afternoon,False,False,1,0.32
1980,rural,1,0.07,25,dim,clear,False,True,morning,False,False,1,0.03
1981,highway,2,0.89,60,dim,clear,True,False,evening,False,True,3,0.55
1982,rural,4,0.66,70,dim,foggy,False,True,afternoon,False,False,0,0.53
1983,urban,3,0.31,60,daylight,foggy,False,False,evening,False,True,2,0.37
1984,rural,2,0.73,45,daylight,foggy,True,False,afternoon,False,False,1,0.42
1985,urban,1,0.69,35,night,rainy,False,False,morning,True,True,1,0.43
1986,highway,4,0.26,25,night,clear,False,True,afternoon,True,True,1,0.27
1987,urban,1,0.71,25,night,clear,False,False,afternoon,True,True,1,0.43
1988,urban,3,0.94,35,night,rainy,False,True,evening,True,True,2,0.53
1989,urban,2,0.79,60,daylight,clear,True,True,morning,False,False,1,0.38
1990,rural,4,0.16,25,daylight,foggy,False,True,morning,False,True,0,0.23
1991,rural,2,0.98,60,daylight,foggy,False,False,evening,False,True,3,0.73
1992,highway,4,0.57,25,night,clear,True,False,afternoon,True,True,2,0.29
1993,urban,4,0.26,35,night,clear,True,False,afternoon,True,True,0,0.18
1994,urban,4,0.21,70,daylight,foggy,True,True,evening,False,True,1,0.36
1995,urban,3,0.29,25,daylight,rainy,False,False,evening,True,False,1,0.22
1996,highway,1,0.59,35,daylight,foggy,False,False,afternoon,True,True,1,0.28
1997,rural,3,0.95,45,night,clear,True,True,morning,False,False,2,0.54
1998,rural,2,0.31,25,daylight,rainy,True,False,morning,True,True,2,0.18
1999,rural,3,0.57,25,daylight,clear,False,False,morning,True,False,2,0.24
2000,highway,2,0.01,35,night,clear,True,False,afternoon,False,False,2,0.23
2001,rural,4,0.34,45,dim,rainy,True,True,evening,False,True,0,0.18
2002,urban,1,0.53,35,night,rainy,True,False,morning,True,True,0,0.52
2003,highway,1,0.51,60,dim,foggy,False,True,evening,False,False,1,0.46
2004,urban,4,0.87,60,daylight,foggy,True,True,morning,True,True,1,0.56
2005,highway,3,0.65,70,dim,foggy,False,False,afternoon,True,False,1,0.56
2006,highway,3,0.15,25,daylight,foggy,False,False,morning,False,True,0,0.17
2007,highway,1,0.03,45,night,foggy,False,True,evening,True,True,1,0.36
2008,urban,1,0.25,35,night,rainy,False,False,evening,True,False,2,0.43
2009,rural,4,0.56,45,dim,rainy,True,False,evening,True,True,2,0.25
2010,highway,2,0.89,35,dim,clear,True,False,morning,True,False,2,0.27
2011,highway,3,0.51,70,daylight,rainy,True,True,evening,False,False,0,0.44
2012,highway,1,0.16,35,dim,clear,False,True,morning,False,False,1,0.07
2013,highway,1,0.64,70,dim,clear,True,True,afternoon,False,True,2,0.39
2014,rural,1,0.37,70,daylight,foggy,True,True,evening,True,True,0,0.38
2015,urban,3,0.3,45,daylight,foggy,True,True,afternoon,True,False,1,0.13
2016,rural,1,0.61,25,night,clear,False,False,morning,True,True,0,0.38
2017,highway,3,0.4,25,daylight,clear,True,True,afternoon,False,True,0,0.04
2018,rural,2,0.42,45,dim,rainy,False,True,evening,False,False,2,0.24
2019,rural,2,0.45,60,dim,clear,True,True,morning,True,False,1,0.3
2020,rural,4,0.12,25,daylight,foggy,True,True,morning,False,True,1,0.16
2021,urban,2,0.03,45,dim,foggy,False,True,afternoon,True,False,2,0.11
2022,rural,3,0.25,25,night,foggy,True,False,afternoon,False,False,1,0.29
2023,urban,3,0.24,45,night,foggy,True,False,afternoon,True,False,1,0.36
2024,urban,3,0.38,45,dim,clear,True,True,afternoon,True,False,2,0.15
2025,rural,4,0.87,60,dim,foggy,False,False,afternoon,False,False,3,0.66
2026,rural,3,0.87,25,dim,rainy,True,True,evening,False,False,3,0.54
2027,urban,1,0.52,35,dim,rainy,False,True,evening,False,True,2,0.26
2028,rural,1,0.18,70,dim,foggy,True,True,evening,True,False,0,0.32
2029,urban,2,0.68,60,dim,clear,True,False,evening,True,True,1,0.4
2030,highway,2,0.79,45,night,foggy,True,True,evening,True,True,1,0.5
2031,urban,1,0.55,35,daylight,foggy,True,False,afternoon,True,True,0,0.27
2032,rural,2,0.62,60,daylight,foggy,True,True,morning,True,True,2,0.41
2033,highway,1,0.62,25,daylight,foggy,True,False,afternoon,False,False,1,0.24
2034,rural,3,0.74,45,night,rainy,True,True,evening,False,True,0,0.6
2035,urban,3,0.03,25,night,foggy,False,True,evening,False,True,1,0.39
2036,rural,3,0.45,45,dim,foggy,False,False,afternoon,True,True,2,0.29
2037,urban,3,0.08,35,dim,rainy,False,True,afternoon,False,True,2,0.14
2038,urban,1,0.65,35,daylight,rainy,True,False,evening,True,False,3,0.39
2039,highway,2,0.67,25,night,foggy,False,True,afternoon,False,True,1,0.38
2040,highway,2,0.46,25,daylight,rainy,True,False,afternoon,False,True,0,0.26
2041,rural,3,0.63,25,dim,rainy,True,False,evening,False,False,3,0.41
2042,urban,4,0.21,70,night,clear,False,False,evening,False,False,2,0.41
2043,rural,3,0.73,25,night,rainy,True,True,evening,False,False,1,0.57
2044,highway,4,0.06,70,dim,foggy,True,False,evening,True,False,1,0.31
2045,highway,1,0.45,45,night,rainy,False,True,afternoon,False,True,0,0.44
2046,highway,3,0.57,25,dim,foggy,False,True,morning,True,True,3,0.2
2047,highway,2,0.71,35,daylight,rainy,False,False,afternoon,False,True,0,0.24
2048,highway,1,0.22,25,night,rainy,False,True,afternoon,False,True,1,0.33
2049,urban,3,0.94,70,dim,foggy,False,True,evening,True,False,2,0.54
2050,rural,1,0.09,25,dim,rainy,True,True,morning,True,False,0,0.11
2051,rural,2,0.07,70,daylight,rainy,True,False,afternoon,False,True,1,0.32
2052,rural,1,0.02,60,daylight,rainy,True,True,morning,True,True,1,0.32
2053,urban,3,0.44,45,dim,foggy,True,True,morning,True,False,1,0.34
2054,highway,4,0.2,25,night,foggy,True,False,morning,False,False,1,0.38
2055,highway,2,0.65,35,dim,rainy,False,True,morning,True,False,2,0.28
2056,rural,4,0.68,35,daylight,rainy,False,False,morning,True,False,2,0.34
2057,urban,3,0.51,45,daylight,rainy,True,False,morning,False,True,0,0.25
2058,rural,4,0.57,45,night,foggy,False,False,evening,True,True,1,0.47
2059,highway,4,0.16,25,daylight,foggy,False,True,afternoon,True,True,1,0.11
2060,urban,2,0.94,45,night,rainy,False,True,afternoon,True,True,2,0.56
2061,highway,1,0.68,70,dim,foggy,False,True,evening,True,False,2,0.57
2062,rural,2,0.61,70,dim,foggy,True,True,morning,False,False,0,0.41
2063,rural,4,0.97,70,night,foggy,False,True,afternoon,False,False,3,0.72
2064,highway,1,0.8,45,daylight,rainy,False,False,evening,True,True,1,0.3
2065,highway,4,0.12,60,night,foggy,False,False,afternoon,False,False,1,0.56
2066,urban,1,0.09,35,dim,foggy,True,False,afternoon,False,False,0,0.12
2067,rural,2,0.41,35,dim,clear,True,False,evening,False,True,2,0.11
2068,urban,3,0.16,70,dim,foggy,False,False,afternoon,False,True,0,0.34
2069,rural,2,0.72,60,night,foggy,True,True,morning,False,True,2,0.71
2070,highway,1,0.38,70,dim,clear,True,False,afternoon,True,True,1,0.37
2071,urban,1,0.29,25,daylight,rainy,False,True,evening,True,True,2,0.12
2072,urban,4,0.47,35,night,foggy,False,True,morning,True,False,2,0.39
2073,highway,1,0.55,60,daylight,rainy,True,True,morning,False,False,2,0.52
2074,highway,3,0.07,25,night,clear,False,False,afternoon,False,True,1,0.31
2075,urban,1,0.62,70,daylight,clear,False,True,afternoon,True,False,1,0.46
2076,highway,1,0.63,35,daylight,rainy,False,True,evening,False,True,3,0.37
2077,rural,2,0.67,60,daylight,rainy,True,True,morning,True,True,0,0.5
2078,urban,2,0.43,25,dim,foggy,False,True,morning,True,False,1,0.26
2079,highway,1,0.75,70,daylight,clear,True,True,evening,True,True,2,0.47
2080,highway,1,0.4,45,daylight,rainy,True,True,evening,True,False,1,0.28
2081,rural,3,0.61,35,daylight,rainy,True,True,afternoon,True,True,1,0.23
2082,highway,4,0.78,60,daylight,clear,True,False,morning,False,True,1,0.52
2083,urban,1,0.45,25,daylight,clear,False,False,morning,False,True,2,0.17
2084,highway,1,0.38,60,dim,clear,False,False,afternoon,False,False,1,0.32
2085,urban,3,0.43,45,night,clear,True,False,afternoon,False,False,1,0.32
2086,highway,2,0.18,35,night,rainy,False,True,afternoon,False,True,1,0.27
2087,urban,1,0.49,35,night,foggy,True,True,morning,True,False,1,0.45
2088,urban,1,0.13,60,daylight,foggy,True,True,evening,True,True,2,0.22
2089,urban,4,0.01,25,night,clear,True,True,morning,False,False,1,0.11
2090,rural,4,0.36,25,dim,clear,False,False,afternoon,False,True,2,0.13
2091,urban,1,0.35,45,dim,rainy,True,False,afternoon,False,False,0,0.17
2092,highway,2,0.56,70,daylight,clear,True,True,evening,False,False,1,0.37
2093,rural,3,0.48,45,daylight,clear,True,False,morning,False,True,2,0.16
2094,highway,4,0.7,35,dim,rainy,False,False,evening,True,False,1,0.34
2095,urban,2,0.89,45,daylight,foggy,False,False,evening,False,False,3,0.45
2096,rural,4,0.02,70,dim,rainy,True,True,afternoon,True,False,1,0.28
2097,rural,4,0.82,45,daylight,rainy,True,True,evening,False,False,1,0.33
2098,urban,3,0.39,25,daylight,clear,True,True,evening,True,False,1,0.15
2099,urban,2,0.45,70,daylight,foggy,True,False,evening,False,False,2,0.49
2100,highway,2,0.67,70,dim,clear,False,True,afternoon,False,True,1,0.45
2101,rural,2,0.46,35,daylight,rainy,False,False,evening,False,True,1,0.18
2102,highway,4,0.3,35,dim,rainy,True,True,evening,True,True,2,0.14
2103,highway,4,0.39,70,dim,clear,True,True,afternoon,False,True,0,0.26
2104,highway,1,0.56,45,night,rainy,False,True,afternoon,False,False,0,0.5
2105,rural,4,0.26,45,night,foggy,True,True,evening,True,True,1,0.39
2106,rural,4,0.19,35,daylight,rainy,False,True,morning,False,False,1,0.18
2107,urban,1,0.37,25,night,clear,False,False,afternoon,False,False,2,0.26
2108,rural,1,0.7,70,daylight,clear,False,True,evening,True,False,2,0.42
2109,highway,4,0.49,35,dim,clear,False,True,afternoon,False,True,2,0.08
2110,urban,1,0.39,70,dim,clear,True,False,afternoon,True,False,0,0.39
2111,highway,1,0.27,25,night,foggy,True,True,evening,False,True,1,0.46
2112,rural,3,0.82,60,night,clear,False,True,evening,False,False,3,0.7
2113,urban,4,0.38,70,daylight,clear,True,False,evening,False,False,1,0.39
2114,urban,3,0.86,70,night,clear,True,False,afternoon,True,True,2,0.57
2115,rural,1,0.03,60,dim,foggy,False,False,afternoon,True,True,0,0.26
2116,highway,3,0.65,35,night,foggy,False,False,afternoon,False,False,2,0.45
2117,highway,2,0.89,25,daylight,rainy,True,True,evening,True,False,2,0.37
2118,highway,3,0.7,25,dim,rainy,False,True,evening,True,False,2,0.29
2119,highway,2,0.75,70,dim,rainy,False,True,afternoon,False,True,3,0.73
2120,urban,4,0.84,60,dim,clear,False,False,afternoon,True,True,1,0.44
2121,urban,3,0.19,70,dim,clear,True,False,evening,False,True,0,0.27
2122,highway,4,0.15,45,night,clear,False,True,morning,False,True,0,0.26
2123,rural,4,0.0,25,night,rainy,False,False,afternoon,True,True,1,0.3
2124,urban,3,0.49,70,daylight,rainy,True,False,morning,True,False,0,0.48
2125,highway,4,0.92,60,daylight,clear,True,True,morning,True,False,0,0.4
2126,urban,2,0.75,70,night,clear,True,False,morning,True,False,0,0.55
2127,highway,4,0.56,35,night,clear,False,False,morning,False,True,2,0.35
2128,urban,4,0.76,45,daylight,clear,False,True,afternoon,False,False,0,0.41
2129,rural,3,0.03,70,dim,foggy,False,True,afternoon,True,True,0,0.25
2130,highway,3,0.59,35,daylight,rainy,False,True,afternoon,True,False,0,0.32
2131,highway,1,0.61,25,dim,foggy,False,False,morning,False,False,0,0.24
2132,highway,4,0.3,35,daylight,rainy,False,True,afternoon,False,True,0,0.12
2133,rural,2,0.24,70,dim,rainy,True,True,morning,True,False,0,0.44
2134,rural,4,0.29,25,daylight,rainy,False,True,afternoon,True,True,1,0.12
2135,highway,2,0.07,25,night,clear,True,False,evening,False,True,2,0.27
2136,highway,4,0.01,60,night,clear,True,True,afternoon,False,True,1,0.36
2137,rural,4,0.39,35,dim,clear,True,True,evening,True,False,2,0.15
2138,rural,4,0.02,60,dim,foggy,True,True,morning,False,False,2,0.13
2139,highway,2,0.7,60,daylight,clear,False,True,afternoon,True,True,1,0.42
2140,rural,2,0.61,45,night,foggy,False,False,afternoon,False,False,0,0.44
2141,urban,2,0.53,45,dim,foggy,False,True,morning,True,False,1,0.22
2142,rural,1,0.82,25,daylight,rainy,True,False,afternoon,True,True,1,0.39
2143,rural,1,0.81,60,daylight,foggy,False,True,morning,True,False,2,0.51
2144,rural,1,0.51,45,daylight,foggy,True,True,morning,True,True,0,0.25
2145,urban,1,0.04,25,daylight,clear,True,False,afternoon,False,False,1,0.03
2146,highway,3,0.49,35,daylight,rainy,False,False,afternoon,True,True,1,0.3
2147,rural,2,0.86,60,night,foggy,True,False,evening,True,False,1,0.69
2148,urban,1,0.38,35,dim,rainy,True,True,morning,False,True,0,0.27
2149,highway,2,0.91,35,dim,clear,True,True,morning,True,True,0,0.36
2150,urban,4,0.98,25,daylight,clear,True,True,evening,False,False,2,0.23
2151,urban,4,0.9,25,dim,rainy,False,False,morning,False,False,2,0.33
2152,highway,3,0.79,60,daylight,clear,True,True,afternoon,True,False,0,0.47
2153,rural,1,0.41,25,dim,clear,True,False,morning,False,True,0,0.15
2154,rural,3,0.46,45,daylight,foggy,True,True,afternoon,True,True,1,0.28
2155,highway,2,0.59,60,night,clear,False,True,morning,False,True,3,0.73
2156,rural,1,0.26,35,dim,clear,True,True,afternoon,False,True,1,0.05
2157,highway,3,0.74,60,dim,rainy,False,False,evening,True,True,1,0.51
2158,highway,3,0.83,45,daylight,rainy,False,True,evening,True,False,3,0.58
2159,highway,2,0.44,45,dim,rainy,False,True,morning,False,True,2,0.17
2160,urban,1,0.75,60,daylight,rainy,False,False,morning,True,True,2,0.55
2161,highway,1,0.11,25,daylight,clear,True,True,morning,False,True,1,0.01
2162,highway,3,0.34,70,dim,clear,True,True,evening,False,True,1,0.32
2163,rural,3,0.23,45,daylight,clear,True,True,evening,False,True,0,0.09
2164,highway,3,0.57,25,daylight,foggy,False,False,evening,False,True,1,0.31
2165,rural,1,0.85,45,dim,rainy,False,False,evening,False,False,3,0.45
2166,highway,2,0.6,70,daylight,rainy,True,True,morning,True,False,1,0.51
2167,rural,1,0.27,60,daylight,clear,False,True,morning,False,True,3,0.2
2168,rural,3,0.65,25,daylight,rainy,True,True,evening,False,False,1,0.38
2169,highway,2,0.55,70,daylight,foggy,True,False,evening,False,False,0,0.41
2170,rural,3,0.19,35,daylight,rainy,False,True,evening,True,False,2,0.17
2171,urban,4,0.42,60,dim,clear,False,True,afternoon,True,False,1,0.37
2172,rural,3,0.51,45,daylight,rainy,True,True,morning,True,False,0,0.29
2173,highway,3,0.53,70,dim,clear,True,False,morning,False,True,1,0.32
2174,highway,1,0.93,70,daylight,clear,False,True,morning,True,True,1,0.54
2175,highway,2,0.21,45,daylight,clear,False,False,evening,False,False,2,0.07
2176,urban,2,0.58,45,daylight,foggy,False,True,morning,False,True,2,0.23
2177,rural,2,0.03,25,daylight,clear,True,True,morning,True,False,0,0.01
2178,rural,2,0.34,35,night,clear,False,False,evening,True,True,1,0.25
2179,urban,4,0.07,35,daylight,rainy,False,True,afternoon,False,False,0,0.13
2180,highway,4,0.73,25,dim,clear,False,False,evening,True,True,1,0.25
2181,highway,2,0.88,45,daylight,foggy,True,True,evening,True,False,3,0.48
2182,urban,3,0.58,70,daylight,clear,False,True,evening,True,True,3,0.49
2183,urban,4,0.12,35,daylight,rainy,True,True,evening,False,False,1,0.11
2184,urban,1,0.88,45,daylight,foggy,True,False,evening,True,False,0,0.3
2185,rural,2,0.92,25,daylight,rainy,False,False,evening,False,True,3,0.56
2186,highway,4,0.81,35,dim,foggy,False,False,afternoon,False,True,1,0.36
2187,rural,2,0.12,60,dim,clear,True,True,morning,True,False,1,0.34
2188,urban,1,0.45,25,dim,clear,True,True,afternoon,True,True,1,0.09
2189,rural,1,0.92,70,daylight,foggy,True,True,morning,True,False,0,0.63
2190,urban,2,0.3,70,dim,clear,True,False,morning,True,False,1,0.27
2191,rural,3,0.64,70,daylight,clear,True,False,evening,True,True,2,0.39
2192,rural,4,0.76,35,night,foggy,True,True,morning,False,True,0,0.48
2193,highway,4,0.98,70,dim,foggy,True,False,morning,False,False,3,0.65
2194,highway,4,0.85,25,daylight,foggy,False,True,afternoon,True,False,2,0.35
2195,highway,1,0.18,70,dim,rainy,False,False,morning,False,False,2,0.35
2196,urban,3,0.05,45,daylight,rainy,False,True,evening,True,False,2,0.17
2197,highway,2,0.31,45,night,rainy,False,False,morning,True,True,1,0.43
2198,rural,1,0.43,45,night,clear,False,True,morning,True,True,2,0.35
2199,urban,2,0.18,35,night,foggy,True,True,evening,True,True,0,0.4
2200,rural,1,0.34,45,night,foggy,True,True,evening,True,False,2,0.44
2201,urban,3,0.72,45,night,foggy,True,True,afternoon,True,False,1,0.55
2202,rural,2,0.37,35,dim,foggy,True,False,afternoon,False,False,0,0.22
2203,rural,2,0.55,60,night,foggy,False,True,evening,False,False,0,0.63
2204,rural,2,0.21,45,night,clear,True,False,afternoon,False,True,1,0.38
2205,rural,4,0.38,60,night,foggy,False,False,afternoon,True,True,2,0.51
2206,urban,4,0.52,35,night,rainy,False,False,afternoon,False,False,2,0.41
2207,highway,4,0.85,60,dim,clear,True,False,evening,True,False,2,0.36
2208,highway,4,0.94,45,dim,foggy,True,True,afternoon,True,False,1,0.41
2209,highway,3,0.11,60,night,clear,False,False,afternoon,False,False,2,0.46
2210,highway,2,0.74,60,daylight,clear,True,False,evening,True,False,2,0.36
2211,rural,1,0.08,70,daylight,foggy,False,False,morning,True,False,0,0.39
2212,urban,3,0.28,25,dim,foggy,True,False,afternoon,True,False,0,0.22
2213,rural,1,0.53,35,daylight,rainy,False,True,morning,False,True,0,0.22
2214,urban,3,0.33,60,dim,rainy,False,True,evening,False,False,2,0.46
2215,rural,4,0.27,45,dim,clear,False,True,morning,True,True,2,0.13
2216,urban,1,0.77,60,night,foggy,False,False,afternoon,False,False,3,0.84
2217,rural,4,0.78,60,night,foggy,False,False,evening,True,False,1,0.72
2218,rural,1,0.43,70,dim,clear,True,True,evening,False,False,2,0.36
2219,rural,4,0.72,25,daylight,clear,False,False,evening,True,False,0,0.19
2220,rural,2,0.45,70,dim,rainy,False,True,morning,True,True,1,0.45
2221,rural,3,0.94,45,dim,foggy,False,True,evening,True,False,2,0.32
2222,highway,3,0.88,35,dim,clear,False,True,afternoon,False,False,1,0.21
2223,highway,1,0.96,45,night,foggy,True,True,evening,False,False,2,0.6
2224,highway,1,0.24,25,daylight,foggy,False,False,evening,True,True,0,0.28
2225,highway,4,0.56,60,daylight,foggy,True,True,afternoon,True,True,1,0.44
2226,urban,3,0.18,25,night,rainy,True,True,evening,False,False,1,0.36
2227,urban,2,0.43,45,night,foggy,False,True,morning,False,False,2,0.4
2228,highway,2,0.82,45,dim,foggy,True,True,evening,True,True,1,0.35
2229,urban,4,0.81,35,dim,foggy,True,False,afternoon,False,True,0,0.26
2230,highway,4,0.01,70,daylight,foggy,False,False,evening,True,False,1,0.31
2231,rural,2,0.61,60,daylight,rainy,True,False,morning,True,True,2,0.52
2232,urban,2,1.0,25,daylight,clear,True,True,evening,False,False,1,0.14
2233,urban,3,0.58,60,daylight,rainy,False,False,afternoon,True,False,1,0.53
2234,urban,3,0.17,70,night,clear,False,False,evening,True,True,1,0.48
2235,rural,3,0.94,60,daylight,clear,True,True,morning,False,True,2,0.42
2236,urban,4,0.67,25,dim,rainy,True,False,morning,True,True,2,0.25
2237,highway,2,0.83,70,daylight,foggy,True,False,afternoon,True,True,1,0.65
2238,rural,1,0.74,35,dim,rainy,False,True,morning,True,True,1,0.33
2239,urban,1,0.63,45,dim,rainy,True,False,afternoon,True,False,1,0.35
2240,rural,2,0.18,70,daylight,rainy,False,False,afternoon,False,False,2,0.34
2241,highway,3,0.09,60,dim,rainy,False,True,evening,True,True,1,0.37
2242,highway,3,0.69,25,daylight,clear,False,False,afternoon,False,True,2,0.21
2243,rural,4,0.67,60,dim,rainy,True,True,afternoon,False,False,0,0.45
2244,urban,3,0.64,25,daylight,foggy,True,True,afternoon,False,True,2,0.28
2245,rural,1,0.03,70,night,clear,False,True,afternoon,False,False,2,0.32
2246,highway,1,0.58,35,daylight,rainy,False,False,morning,True,False,1,0.28
2247,urban,4,0.16,35,night,clear,True,True,evening,True,True,2,0.24
2248,rural,2,0.56,45,dim,foggy,False,False,morning,True,False,1,0.27
2249,rural,4,0.45,70,daylight,rainy,True,True,evening,False,True,0,0.45
2250,urban,4,0.61,45,night,clear,True,False,evening,False,False,1,0.41
2251,highway,3,0.52,25,dim,clear,True,True,morning,True,True,1,0.19
2252,urban,1,0.33,35,dim,foggy,True,True,morning,False,False,1,0.27
2253,urban,2,0.91,45,dim,foggy,True,False,evening,True,True,2,0.4
2254,urban,1,0.65,25,dim,rainy,True,False,afternoon,True,True,0,0.22
2255,urban,4,0.27,35,dim,clear,False,False,evening,False,True,1,0.07
2256,urban,4,0.57,35,dim,rainy,False,True,afternoon,False,False,2,0.28
2257,urban,1,0.61,25,dim,rainy,False,False,morning,False,True,0,0.28
2258,highway,1,0.29,45,night,foggy,True,False,afternoon,True,True,0,0.4
2259,urban,3,0.89,35,night,rainy,True,True,evening,True,False,0,0.54
2260,highway,1,0.01,60,daylight,foggy,True,False,afternoon,True,True,1,0.2
2261,highway,4,0.04,35,daylight,foggy,True,True,afternoon,False,False,1,0.09
2262,highway,1,0.34,45,night,rainy,False,True,afternoon,False,True,2,0.31
2263,rural,3,0.94,70,dim,clear,True,False,morning,True,True,0,0.54
2264,highway,4,0.69,70,daylight,foggy,False,True,afternoon,False,False,0,0.51
2265,urban,4,0.21,45,night,rainy,False,False,evening,True,True,0,0.38
2266,highway,4,0.08,45,daylight,clear,True,False,morning,False,False,2,0.02
2267,urban,4,0.84,60,night,clear,True,False,evening,True,True,2,0.59
2268,highway,4,0.7,45,night,foggy,False,False,morning,False,True,2,0.59
2269,urban,1,0.73,60,dim,foggy,False,True,afternoon,False,True,1,0.59
2270,urban,2,0.19,60,daylight,clear,True,False,morning,True,True,2,0.22
2271,urban,2,0.64,35,daylight,clear,False,True,evening,False,True,2,0.19
2272,urban,1,0.15,35,night,clear,True,True,morning,False,False,2,0.36
2273,rural,3,0.74,70,dim,foggy,False,True,morning,True,True,1,0.6
2274,highway,4,0.4,60,daylight,rainy,True,False,morning,True,True,1,0.53
2275,rural,1,0.03,60,daylight,rainy,False,False,afternoon,True,True,1,0.35
2276,rural,4,0.31,25,daylight,clear,True,False,evening,False,True,0,0.11
2277,urban,3,0.56,70,dim,clear,False,True,afternoon,True,False,1,0.34
2278,rural,4,0.07,70,dim,clear,True,True,evening,True,False,0,0.14
2279,rural,2,0.75,60,daylight,clear,False,False,evening,False,True,3,0.54
2280,urban,1,0.51,35,dim,clear,True,True,evening,False,True,1,0.15
2281,rural,4,0.19,45,daylight,clear,False,True,evening,True,True,2,0.05
2282,rural,1,0.8,35,night,clear,True,True,evening,True,True,2,0.41
2283,rural,3,0.28,35,dim,foggy,True,True,morning,True,True,0,0.14
2284,urban,4,0.7,60,daylight,clear,True,True,morning,False,False,0,0.44
2285,urban,2,0.57,25,dim,clear,True,False,afternoon,False,True,2,0.14
2286,urban,3,0.73,70,night,clear,True,False,morning,False,True,1,0.72
2287,urban,2,0.98,60,daylight,clear,True,False,morning,True,True,0,0.59
2288,rural,4,0.03,70,dim,foggy,False,True,evening,False,False,0,0.2
2289,rural,4,0.37,60,dim,foggy,True,False,afternoon,False,True,2,0.38
2290,highway,2,0.81,45,night,clear,True,True,morning,False,False,1,0.45
2291,highway,1,0.17,70,dim,clear,True,False,morning,True,False,1,0.29
2292,highway,4,0.99,25,night,rainy,False,True,evening,True,False,5,0.7
2293,urban,1,0.75,60,dim,rainy,False,True,morning,True,False,1,0.48
2294,highway,2,0.81,45,daylight,rainy,False,False,morning,False,False,1,0.3
2295,urban,1,0.58,70,daylight,foggy,False,True,afternoon,False,False,0,0.58
2296,highway,1,1.0,60,night,foggy,False,False,afternoon,False,False,0,0.59
2297,rural,2,0.59,45,night,clear,False,False,morning,False,False,1,0.54
2298,highway,2,0.55,70,night,clear,False,True,afternoon,False,False,1,0.6
2299,highway,3,0.71,60,daylight,foggy,False,True,evening,False,True,2,0.51
2300,urban,2,0.61,70,dim,clear,True,True,evening,False,False,2,0.36
2301,highway,3,0.61,70,daylight,clear,False,False,afternoon,False,False,3,0.5
2302,urban,4,0.19,25,dim,clear,False,True,evening,True,False,1,0.13
2303,urban,3,0.84,25,night,clear,False,True,evening,True,False,2,0.49
2304,urban,4,0.88,35,night,foggy,True,True,afternoon,True,True,0,0.53
2305,urban,1,0.9,25,daylight,clear,False,False,afternoon,True,True,2,0.22
2306,urban,1,0.37,60,dim,clear,False,True,evening,False,True,1,0.34
2307,rural,3,0.55,25,daylight,foggy,True,False,evening,False,True,2,0.28
2308,highway,1,0.48,35,daylight,clear,True,True,morning,False,False,2,0.12
2309,highway,4,0.52,60,night,clear,True,True,evening,False,False,2,0.63
2310,rural,4,0.63,35,night,clear,True,True,evening,False,True,2,0.41
2311,urban,1,0.64,35,night,foggy,True,True,evening,True,False,0,0.44
2312,rural,1,0.34,35,daylight,foggy,False,True,evening,False,False,0,0.19
2313,highway,2,0.75,25,daylight,rainy,True,True,evening,True,True,2,0.37
2314,highway,2,0.59,25,night,rainy,False,True,evening,True,True,1,0.45
2315,highway,4,0.04,45,daylight,rainy,True,False,evening,True,False,2,0.19
2316,highway,3,0.01,25,daylight,rainy,False,True,afternoon,False,False,0,0.13
2317,rural,3,0.36,45,night,clear,True,False,evening,False,True,2,0.23
2318,rural,1,0.7,25,dim,foggy,False,True,afternoon,False,True,1,0.31
2319,rural,2,0.7,60,daylight,clear,True,False,evening,False,True,1,0.47
2320,urban,1,0.82,25,dim,rainy,False,True,morning,True,True,0,0.47
2321,urban,2,0.47,25,daylight,clear,False,False,morning,False,True,0,0.16
2322,highway,4,0.66,35,daylight,foggy,True,False,evening,False,True,3,0.41
2323,rural,2,0.04,35,dim,rainy,True,False,morning,True,True,2,0.16
2324,urban,2,0.73,60,dim,clear,True,False,afternoon,False,False,2,0.34
2325,urban,2,0.0,60,daylight,foggy,False,False,afternoon,False,True,1,0.22
