id,road_type,num_lanes,curvature,speed_limit,lighting,weather,road_signs_present,public_road,time_of_day,holiday,school_season,num_reported_accidents,accident_risk
11290,urban,2,0.29,35,night,clear,False,False,evening,True,True,2,0.23
11291,highway,1,0.07,70,dim,rainy,True,True,afternoon,False,False,2,0.42
11292,rural,2,0.82,35,night,foggy,True,True,evening,False,False,2,0.56
11293,highway,2,0.85,60,dim,rainy,True,True,evening,False,True,2,0.65
11294,highway,2,0.39,25,dim,clear,True,False,afternoon,False,True,2,0.11
11295,urban,1,0.22,25,daylight,foggy,False,False,morning,True,False,2,0.22
11296,rural,2,0.07,35,dim,rainy,True,True,afternoon,True,True,0,0.15
11297,highway,2,0.17,70,night,clear,True,False,evening,True,False,1,0.44
11298,urban,1,0.2,60,daylight,clear,False,False,afternoon,True,False,1,0.29
11299,rural,1,0.53,35,dim,clear,True,True,evening,False,False,1,0.23
11300,urban,2,0.72,35,night,rainy,True,False,afternoon,True,True,1,0.5
11301,highway,4,0.46,70,daylight,foggy,False,True,morning,False,False,0,0.37
11302,highway,2,0.78,25,night,clear,False,False,morning,False,False,1,0.45
11303,highway,2,0.92,25,dim,clear,False,True,afternoon,True,True,0,0.29
11304,urban,4,0.51,60,night,rainy,False,False,evening,False,True,3,0.73
11305,highway,2,0.17,45,dim,foggy,True,True,morning,False,False,0,0.14
11306,urban,4,0.27,45,night,foggy,True,True,evening,False,True,1,0.2
11307,rural,4,0.22,45,dim,clear,True,True,evening,False,True,1,0.08
11308,rural,1,0.29,60,daylight,foggy,True,True,evening,False,True,1,0.2
11309,urban,3,0.43,25,daylight,foggy,False,True,afternoon,True,True,1,0.24
11310,rural,2,0.76,35,daylight,foggy,False,False,evening,False,True,0,0.33
11311,urban,4,0.25,35,daylight,foggy,True,False,evening,True,False,1,0.26
11312,rural,4,0.92,25,night,foggy,False,False,evening,False,False,3,0.59
11313,rural,1,0.08,70,dim,foggy,False,True,afternoon,True,True,0,0.31
11314,urban,2,0.87,70,dim,clear,True,True,morning,False,True,2,0.51
11315,urban,1,0.29,60,dim,clear,True,True,afternoon,False,False,1,0.28
11316,rural,4,0.49,45,dim,foggy,False,False,morning,False,False,0,0.26
11317,highway,3,0.74,70,night,clear,False,False,morning,True,True,2,0.53
11318,highway,1,0.01,70,dim,clear,False,True,morning,False,False,2,0.22
11319,highway,3,0.39,60,dim,clear,False,True,evening,False,True,2,0.33
11320,highway,2,0.39,25,daylight,clear,True,True,morning,True,False,2,0.11
11321,highway,3,0.77,45,night,clear,True,False,morning,False,True,1,0.39
11322,urban,4,0.31,60,daylight,foggy,True,False,evening,False,True,1,0.4
11323,highway,4,0.63,45,dim,foggy,True,False,evening,True,True,0,0.37
11324,urban,1,0.29,60,daylight,clear,True,True,afternoon,False,True,1,0.19
11325,highway,2,0.06,60,daylight,rainy,True,True,morning,True,True,2,0.35
11326,highway,3,0.43,25,daylight,rainy,False,False,morning,False,False,0,0.21
11327,rural,1,0.57,70,dim,clear,False,True,morning,True,True,0,0.34
11328,highway,2,0.66,35,dim,rainy,False,True,afternoon,False,True,2,0.34
11329,rural,4,0.23,35,dim,clear,True,True,afternoon,True,True,1,0.08
11330,urban,3,0.34,45,dim,rainy,False,True,evening,True,False,2,0.26
11331,rural,1,0.91,60,dim,clear,True,True,evening,False,True,2,0.48
11332,highway,4,0.4,35,night,foggy,False,False,afternoon,True,False,1,0.43
11333,highway,1,0.26,25,night,clear,False,True,afternoon,False,False,1,0.26
11334,rural,1,0.57,60,daylight,foggy,False,False,afternoon,False,True,2,0.42
11335,highway,1,0.06,35,night,foggy,True,False,evening,False,False,1,0.33
11336,rural,3,0.12,35,daylight,rainy,False,False,morning,False,True,2,0.16
11337,rural,4,0.46,35,daylight,rainy,False,True,morning,False,False,0,0.22
11338,rural,3,0.95,25,dim,clear,True,True,morning,False,False,3,0.39
11339,highway,1,0.09,70,daylight,clear,False,False,afternoon,False,False,2,0.37
11340,highway,4,0.39,70,dim,clear,False,True,afternoon,True,True,2,0.4
11341,rural,1,0.62,35,dim,foggy,True,False,morning,True,False,1,0.3
11342,highway,3,0.21,25,daylight,foggy,False,True,evening,True,True,0,0.14
11343,urban,3,0.75,25,daylight,rainy,True,False,evening,False,False,2,0.42
11344,urban,4,0.66,45,night,rainy,True,False,afternoon,True,True,2,0.45
11345,highway,3,0.09,25,daylight,clear,False,False,morning,False,True,1,0.12
11346,urban,4,0.8,35,daylight,clear,True,True,morning,True,True,2,0.34
11347,highway,2,0.78,70,dim,foggy,True,False,morning,True,True,1,0.64
11348,highway,4,0.08,35,daylight,clear,True,True,morning,False,False,1,0.02
11349,highway,2,0.97,45,daylight,rainy,False,False,morning,False,False,2,0.33
11350,rural,4,0.54,45,night,clear,True,False,morning,False,False,0,0.37
11351,rural,4,0.87,45,daylight,clear,False,True,morning,False,False,3,0.45
11352,urban,2,0.27,60,night,clear,False,True,evening,True,True,0,0.47
11353,urban,4,0.65,35,night,rainy,True,False,morning,True,False,1,0.47
11354,rural,4,0.97,35,night,foggy,True,False,afternoon,False,True,3,0.66
11355,urban,2,0.97,25,dim,foggy,False,False,evening,True,False,0,0.35
11356,highway,4,0.31,70,daylight,foggy,False,False,morning,False,True,1,0.36
11357,urban,4,0.07,45,daylight,rainy,False,True,morning,False,False,2,0.12
11358,highway,1,0.96,60,daylight,rainy,True,True,morning,True,True,3,0.68
11359,highway,2,0.34,35,night,foggy,False,True,evening,True,True,2,0.4
11360,urban,2,0.59,60,daylight,rainy,False,False,afternoon,True,False,2,0.44
11361,urban,1,0.55,35,dim,rainy,True,False,evening,False,True,1,0.31
11362,highway,3,0.74,25,night,foggy,False,True,morning,True,False,0,0.54
11363,rural,2,0.44,25,night,clear,True,False,morning,True,False,2,0.21
11364,highway,2,0.25,35,dim,clear,True,False,evening,False,True,0,0.07
11365,rural,4,0.07,45,dim,clear,True,True,evening,False,False,0,0.07
11366,highway,2,0.17,25,dim,clear,False,True,afternoon,True,True,0,0.08
11367,highway,1,0.77,35,night,foggy,True,False,morning,True,False,2,0.51
11368,highway,4,0.55,25,daylight,clear,False,True,morning,True,False,0,0.21
11369,urban,1,0.5,35,daylight,clear,False,True,evening,False,False,0,0.13
11370,urban,4,0.36,25,daylight,rainy,True,False,morning,True,False,1,0.19
11371,highway,4,0.53,35,night,clear,False,True,afternoon,False,False,1,0.37
11372,rural,1,0.29,60,daylight,clear,False,False,morning,True,True,1,0.17
11373,urban,3,0.32,70,dim,clear,True,False,evening,False,False,0,0.2
11374,highway,2,0.95,25,dim,clear,False,True,morning,True,True,3,0.47
11375,highway,1,0.28,35,dim,foggy,True,False,afternoon,True,True,2,0.26
11376,urban,1,0.38,70,dim,clear,False,True,afternoon,False,False,1,0.34
11377,highway,1,0.67,70,night,foggy,True,False,morning,True,False,1,0.67
11378,highway,2,0.28,25,night,clear,False,True,morning,False,True,1,0.31
11379,urban,2,0.57,60,night,foggy,True,False,morning,True,True,2,0.68
11380,rural,4,0.81,45,daylight,rainy,True,False,afternoon,False,True,1,0.33
11381,urban,3,0.7,25,dim,rainy,False,False,afternoon,False,True,3,0.41
11382,urban,1,0.53,70,dim,rainy,False,True,evening,False,False,3,0.54
11383,highway,2,0.3,35,dim,rainy,False,False,morning,True,True,1,0.24
11384,rural,1,0.96,35,daylight,foggy,True,False,morning,False,True,1,0.32
11385,highway,4,0.58,25,dim,clear,True,False,afternoon,True,False,1,0.18
11386,urban,1,0.37,45,night,clear,False,True,afternoon,True,True,1,0.36
11387,rural,4,0.53,70,night,clear,True,True,evening,False,False,4,0.69
11388,urban,2,0.56,25,daylight,clear,True,False,evening,True,False,0,0.19
11389,urban,2,0.87,60,daylight,foggy,True,True,evening,True,False,1,0.52
11390,rural,1,0.76,45,daylight,foggy,True,False,morning,False,False,1,0.3
11391,highway,2,0.08,60,night,clear,True,True,morning,False,False,1,0.47
11392,rural,1,0.47,60,dim,clear,True,True,morning,True,False,0,0.39
11393,urban,4,0.8,60,night,rainy,True,True,morning,True,False,1,0.78
11394,rural,2,0.08,60,dim,rainy,True,False,afternoon,False,True,0,0.22
11395,urban,1,0.54,60,dim,foggy,False,True,evening,True,True,0,0.48
11396,rural,4,0.52,35,daylight,foggy,False,True,afternoon,True,False,1,0.25
11397,rural,4,0.59,70,night,foggy,False,True,evening,False,True,1,0.72
11398,urban,4,0.82,25,night,clear,True,False,morning,False,True,0,0.43
11399,highway,4,0.89,35,daylight,clear,False,True,morning,True,True,3,0.4
11400,urban,1,0.28,35,night,clear,False,True,morning,True,True,1,0.31
11401,urban,1,0.79,35,dim,foggy,False,False,morning,False,True,2,0.38
11402,highway,2,0.71,60,dim,clear,False,True,afternoon,True,False,2,0.5
11403,urban,1,0.64,25,night,foggy,False,False,evening,True,False,0,0.56
11404,rural,2,0.84,45,night,rainy,True,False,evening,True,True,2,0.44
11405,rural,3,0.72,35,dim,foggy,True,True,evening,True,False,2,0.28
11406,highway,3,0.94,45,dim,clear,False,True,morning,False,True,2,0.31
11407,urban,2,0.39,45,daylight,clear,True,False,morning,True,False,2,0.12
11408,urban,3,0.91,45,dim,foggy,False,True,evening,True,True,2,0.45
11409,highway,3,0.55,70,dim,foggy,False,True,morning,False,True,1,0.41
11410,urban,1,0.52,60,night,foggy,False,False,afternoon,False,False,0,0.62
11411,rural,2,0.56,70,daylight,foggy,False,True,morning,False,False,0,0.51
11412,urban,4,0.12,70,dim,rainy,True,False,morning,True,False,2,0.42
11413,highway,2,0.57,45,dim,clear,True,False,evening,True,False,1,0.17
11414,urban,2,0.75,60,daylight,foggy,False,False,morning,False,False,0,0.5
11415,urban,4,0.85,35,night,clear,True,True,evening,True,True,2,0.43
11416,rural,1,0.25,35,dim,foggy,True,True,morning,False,False,0,0.15
11417,urban,4,0.16,35,dim,rainy,False,False,afternoon,True,True,2,0.09
11418,rural,1,0.32,70,daylight,foggy,False,False,morning,True,False,2,0.39
11419,highway,3,0.51,25,daylight,clear,True,True,morning,False,True,0,0.11
11420,highway,4,0.45,45,daylight,clear,True,True,evening,True,True,0,0.15
11421,highway,4,0.52,25,daylight,clear,True,True,evening,False,False,2,0.12
11422,highway,3,0.19,35,dim,foggy,False,True,morning,False,False,2,0.16
11423,highway,3,0.49,35,daylight,rainy,True,True,afternoon,False,False,1,0.26
11424,rural,4,0.91,25,dim,foggy,False,True,evening,False,False,3,0.41
11425,highway,2,0.39,70,night,foggy,False,False,evening,False,True,1,0.68
11426,highway,2,0.99,60,daylight,foggy,True,True,evening,True,True,0,0.49
11427,highway,2,0.14,25,daylight,rainy,False,True,afternoon,False,False,0,0.18
11428,urban,2,0.27,25,dim,foggy,True,True,evening,False,False,2,0.15
11429,rural,4,0.5,35,daylight,foggy,True,False,afternoon,False,True,0,0.23
11430,urban,4,0.39,25,daylight,foggy,False,True,morning,True,False,2,0.12
11431,urban,1,0.33,25,daylight,rainy,False,False,morning,True,False,1,0.2
11432,rural,2,0.39,70,night,clear,False,True,evening,False,False,1,0.51
11433,highway,4,0.41,25,night,foggy,True,False,afternoon,True,False,2,0.43
11434,highway,4,0.57,70,night,clear,True,False,evening,True,True,1,0.52
11435,rural,4,0.53,25,daylight,foggy,False,True,evening,True,True,0,0.33
11436,highway,2,0.98,60,night,clear,True,True,morning,True,False,1,0.69
11437,urban,1,0.12,60,night,clear,True,False,afternoon,False,True,1,0.57
11438,urban,3,0.93,70,night,foggy,True,True,afternoon,True,True,2,0.69
11439,urban,4,0.39,35,dim,foggy,True,False,afternoon,False,False,0,0.22
11440,urban,1,0.46,70,dim,clear,True,True,evening,False,False,0,0.2
11441,highway,2,0.16,45,daylight,foggy,False,False,morning,False,True,0,0.18
11442,urban,3,0.14,60,daylight,clear,False,True,afternoon,True,False,0,0.29
11443,highway,3,0.59,25,dim,rainy,True,False,evening,True,False,0,0.33
11444,highway,3,0.96,60,dim,foggy,False,True,morning,True,False,1,0.62
11445,rural,4,0.97,45,night,foggy,True,True,morning,True,False,0,0.58
11446,highway,4,0.54,70,night,foggy,True,False,morning,False,True,1,0.66
11447,rural,2,0.75,45,night,clear,False,False,afternoon,False,True,3,0.56
11448,urban,1,0.56,35,night,clear,False,False,morning,False,True,2,0.43
11449,urban,1,0.54,70,daylight,clear,False,False,evening,True,False,1,0.31
11450,rural,2,0.24,70,dim,foggy,True,False,morning,False,False,2,0.45
11451,rural,2,0.42,35,daylight,clear,True,False,evening,False,False,2,0.12
11452,highway,1,0.84,45,daylight,rainy,True,False,morning,True,True,1,0.33
11453,urban,1,0.76,70,daylight,foggy,False,False,evening,True,False,2,0.48
11454,urban,2,0.16,45,night,clear,True,True,afternoon,True,False,0,0.21
11455,rural,4,0.95,35,dim,foggy,True,True,evening,True,False,1,0.24
11456,highway,3,0.29,45,night,rainy,True,True,evening,False,False,1,0.45
11457,urban,4,0.44,60,daylight,clear,False,True,evening,False,True,0,0.33
11458,urban,2,0.74,45,dim,foggy,True,True,afternoon,True,True,2,0.38
11459,rural,3,0.66,35,night,rainy,False,True,evening,True,True,2,0.5
11460,rural,2,0.47,35,night,foggy,True,True,morning,True,True,2,0.46
11461,rural,3,0.16,25,dim,clear,False,True,evening,False,True,0,0.13
11462,urban,2,0.92,35,dim,foggy,False,True,afternoon,True,False,1,0.42
11463,highway,1,0.43,45,night,rainy,True,True,morning,False,False,0,0.36
11464,urban,4,0.69,25,dim,clear,False,True,morning,False,True,1,0.26
11465,rural,2,0.75,45,daylight,foggy,False,True,morning,False,True,2,0.37
11466,urban,4,0.26,25,night,rainy,False,False,afternoon,False,True,1,0.43
11467,rural,1,0.89,35,dim,rainy,False,True,afternoon,False,False,2,0.35
11468,rural,4,0.34,25,daylight,clear,True,False,evening,True,True,0,0.08
11469,urban,4,0.53,70,dim,foggy,True,True,evening,False,True,3,0.44
11470,urban,3,0.41,45,daylight,clear,False,True,afternoon,False,False,0,0.13
11471,highway,3,0.49,70,dim,rainy,True,False,morning,False,True,1,0.47
11472,highway,3,0.68,60,daylight,foggy,False,False,evening,False,True,0,0.47
11473,rural,4,0.9,45,daylight,clear,True,False,morning,False,True,1,0.35
11474,highway,1,0.82,60,dim,foggy,False,True,evening,False,True,1,0.53
11475,highway,2,0.37,70,dim,clear,False,False,evening,False,True,0,0.36
11476,urban,3,0.02,60,dim,clear,True,False,morning,False,False,1,0.24
11477,rural,2,0.14,45,daylight,rainy,False,False,afternoon,False,True,1,0.23
11478,highway,1,0.36,45,night,rainy,True,True,evening,True,True,0,0.32
11479,highway,4,0.36,60,night,foggy,True,True,morning,False,False,1,0.61
11480,urban,4,0.71,70,night,clear,False,True,morning,True,False,2,0.6
11481,urban,1,0.23,70,daylight,clear,False,True,evening,True,False,1,0.29
11482,rural,1,0.15,45,night,foggy,False,False,evening,False,True,1,0.39
11483,highway,1,0.05,25,daylight,foggy,False,True,evening,True,False,2,0.04
11484,rural,2,0.91,60,night,foggy,True,False,morning,False,True,4,0.91
11485,urban,2,0.18,45,night,foggy,False,False,evening,False,False,0,0.41
11486,highway,3,0.34,35,dim,clear,True,True,afternoon,False,True,2,0.14
11487,highway,2,0.64,45,daylight,clear,False,True,afternoon,False,False,2,0.25
11488,highway,4,0.15,60,night,clear,False,False,afternoon,False,False,0,0.5
11489,rural,1,0.04,60,daylight,foggy,False,False,morning,False,False,2,0.41
11490,urban,2,0.84,35,daylight,foggy,True,True,afternoon,True,False,2,0.37
11491,highway,1,0.2,35,night,foggy,True,True,morning,False,True,1,0.38
11492,urban,2,0.38,60,daylight,foggy,True,False,afternoon,False,True,0,0.2
11493,rural,3,0.73,60,night,clear,False,False,afternoon,False,False,2,0.52
11494,urban,3,0.02,25,dim,clear,False,False,afternoon,True,False,1,0.02
11495,urban,2,0.96,60,daylight,clear,False,True,afternoon,False,False,0,0.56
11496,rural,4,0.12,45,night,foggy,False,False,morning,True,True,0,0.28
11497,rural,1,0.6,25,daylight,clear,False,True,afternoon,False,True,0,0.18
11498,highway,3,0.2,45,night,foggy,True,False,evening,False,True,1,0.27
11499,rural,3,0.25,45,night,foggy,False,True,morning,False,True,2,0.37
11500,highway,2,0.02,60,dim,rainy,False,True,afternoon,False,True,1,0.27
11501,highway,1,0.03,70,dim,rainy,True,False,afternoon,True,True,1,0.31
11502,rural,1,0.12,60,daylight,clear,True,True,evening,True,False,0,0.29
11503,rural,4,0.19,60,daylight,clear,True,False,afternoon,False,True,1,0.27
11504,rural,1,0.54,25,dim,foggy,False,True,evening,True,False,2,0.34
11505,rural,1,0.86,35,daylight,rainy,True,True,evening,False,True,1,0.34
11506,urban,1,0.39,60,night,clear,False,True,afternoon,True,False,2,0.49
11507,urban,3,0.14,70,daylight,foggy,False,False,evening,True,True,1,0.43
11508,urban,3,0.6,35,daylight,clear,False,False,evening,True,True,1,0.19
11509,rural,4,0.06,35,daylight,foggy,False,True,afternoon,True,False,0,0.17
11510,rural,2,0.03,25,daylight,rainy,True,True,evening,True,False,0,0.15
11511,highway,2,0.13,45,dim,clear,False,True,afternoon,True,False,0,0.01
11512,urban,3,0.25,70,daylight,clear,False,True,evening,True,False,0,0.28
11513,urban,3,0.05,70,daylight,clear,True,True,evening,True,True,1,0.11
11514,urban,1,0.62,35,dim,foggy,False,False,evening,False,False,3,0.33
11515,rural,1,0.31,60,daylight,rainy,True,False,morning,True,True,1,0.36
11516,rural,2,0.62,60,night,rainy,False,True,evening,False,True,2,0.72
11517,highway,2,0.77,35,dim,clear,True,True,morning,False,True,1,0.27
11518,urban,3,0.13,25,night,clear,True,False,morning,True,True,2,0.16
11519,urban,1,0.78,35,night,rainy,False,False,afternoon,True,False,1,0.56
11520,rural,1,0.25,25,daylight,rainy,False,False,morning,True,False,0,0.19
11521,rural,3,0.23,25,night,rainy,False,False,morning,False,False,0,0.31
11522,rural,4,0.73,25,dim,rainy,False,True,afternoon,True,False,3,0.57
11523,rural,3,0.26,45,daylight,rainy,True,False,morning,False,False,1,0.21
11524,urban,3,0.79,70,night,clear,False,False,afternoon,True,False,1,0.66
11525,highway,3,0.59,45,night,foggy,False,True,morning,False,False,0,0.46
11526,rural,2,0.18,60,daylight,rainy,True,True,evening,True,False,2,0.37
11527,urban,1,0.69,35,daylight,rainy,True,True,afternoon,True,False,0,0.24
11528,urban,3,0.67,60,night,clear,False,True,evening,True,False,1,0.62
11529,rural,2,0.7,60,dim,clear,False,False,afternoon,True,True,0,0.36
11530,rural,2,0.06,70,dim,foggy,False,False,evening,False,True,2,0.27
11531,highway,2,0.88,25,daylight,rainy,True,False,evening,False,False,1,0.32
11532,highway,2,0.81,45,night,rainy,True,False,morning,True,True,1,0.6
11533,rural,4,0.59,60,daylight,clear,False,True,afternoon,True,False,1,0.36
11534,highway,3,0.94,25,dim,foggy,True,False,afternoon,True,False,2,0.28
11535,urban,1,0.63,35,night,clear,True,False,afternoon,True,False,1,0.37
11536,urban,4,0.67,25,daylight,foggy,True,True,evening,True,False,1,0.33
11537,highway,1,0.54,35,dim,rainy,False,False,morning,False,False,2,0.27
11538,highway,3,0.65,70,dim,foggy,True,False,afternoon,False,False,0,0.51
11539,highway,2,0.17,25,dim,foggy,False,True,afternoon,False,True,1,0.17
11540,urban,1,0.43,60,daylight,rainy,True,False,morning,True,True,1,0.45
11541,urban,2,0.65,35,dim,rainy,True,False,afternoon,False,False,3,0.37
11542,highway,3,0.49,70,night,clear,True,True,morning,True,False,1,0.49
11543,urban,4,0.15,35,dim,foggy,False,True,evening,True,True,0,0.13
11544,highway,2,0.09,45,night,clear,False,False,morning,True,True,2,0.27
11545,highway,3,0.59,45,night,clear,True,False,morning,True,True,0,0.33
11546,urban,1,0.93,60,dim,foggy,True,True,morning,True,False,1,0.59
11547,highway,3,0.67,60,night,foggy,True,True,afternoon,True,True,3,0.79
11548,urban,1,0.16,25,night,clear,True,False,afternoon,True,False,0,0.3
11549,rural,4,0.88,70,night,clear,True,True,afternoon,True,True,3,0.81
11550,highway,1,0.52,35,daylight,clear,True,True,afternoon,True,True,2,0.16
11551,rural,1,0.32,60,daylight,foggy,False,False,evening,True,False,2,0.36
11552,rural,2,0.49,25,night,rainy,True,False,afternoon,True,False,1,0.49
11553,rural,2,0.45,35,daylight,rainy,True,False,afternoon,False,True,1,0.21
11554,highway,1,0.07,35,night,foggy,False,True,morning,False,False,2,0.35
11555,urban,4,0.32,45,dim,rainy,True,True,evening,False,True,1,0.16
11556,urban,2,0.51,25,dim,clear,False,True,morning,False,True,2,0.09
11557,highway,2,0.31,70,dim,foggy,False,True,afternoon,False,True,0,0.36
11558,highway,1,0.01,45,dim,foggy,True,False,afternoon,True,False,0,0.04
11559,urban,2,0.96,35,night,foggy,True,True,afternoon,True,True,0,0.64
11560,rural,3,0.45,60,daylight,foggy,False,True,morning,True,False,2,0.4
11561,highway,4,0.67,45,night,rainy,True,False,morning,True,False,1,0.4
11562,urban,3,0.01,35,daylight,clear,False,True,evening,True,True,1,0.02
11563,urban,2,0.36,35,daylight,rainy,True,True,morning,True,False,0,0.26
11564,rural,3,0.03,60,dim,clear,False,False,morning,False,False,1,0.25
11565,rural,2,0.68,45,night,foggy,False,False,evening,True,True,1,0.62
11566,urban,4,0.55,45,night,foggy,False,False,morning,False,False,1,0.59
11567,rural,3,0.73,35,daylight,foggy,False,True,evening,False,True,0,0.41
11568,urban,1,0.21,35,night,foggy,True,True,evening,False,True,1,0.4
11569,urban,3,0.82,35,daylight,foggy,True,True,afternoon,True,True,2,0.3
11570,rural,3,0.09,25,daylight,foggy,True,False,afternoon,False,True,0,0.11
11571,rural,1,0.88,45,daylight,foggy,True,True,morning,False,True,3,0.49
11572,rural,4,0.05,25,dim,rainy,True,False,afternoon,True,True,2,0.09
11573,highway,4,0.44,70,dim,foggy,False,True,evening,True,True,0,0.42
11574,highway,4,0.59,45,dim,clear,True,True,morning,False,False,1,0.12
11575,highway,3,0.78,70,dim,clear,False,False,evening,True,False,0,0.56
11576,urban,4,0.6,60,night,clear,True,True,afternoon,True,False,0,0.52
11577,urban,4,0.71,35,daylight,foggy,True,True,morning,False,True,1,0.43
11578,highway,2,0.74,35,dim,foggy,False,True,evening,False,True,0,0.35
11579,urban,2,0.58,60,night,foggy,False,False,evening,True,True,2,0.68
11580,urban,3,0.14,25,night,foggy,False,True,afternoon,True,False,1,0.2
11581,highway,2,0.53,35,dim,foggy,False,True,afternoon,False,True,3,0.35
11582,highway,3,0.39,25,dim,clear,True,True,afternoon,True,False,1,0.18
11583,rural,4,0.33,60,daylight,foggy,False,True,evening,False,False,0,0.46
11584,urban,2,0.68,45,dim,rainy,False,True,afternoon,False,False,0,0.34
11585,urban,1,0.52,25,night,foggy,False,True,afternoon,True,True,3,0.64
11586,rural,3,0.26,35,dim,foggy,True,True,afternoon,False,False,1,0.27
11587,highway,4,0.8,70,night,clear,True,True,afternoon,True,True,0,0.69
11588,rural,1,0.39,70,dim,rainy,False,False,afternoon,False,False,1,0.39
11589,urban,3,0.53,25,night,foggy,True,True,morning,True,False,0,0.51
11590,urban,2,0.92,25,dim,clear,True,False,morning,False,True,2,0.25
11591,highway,4,0.67,60,dim,rainy,False,False,morning,False,True,3,0.58
11592,highway,4,0.15,45,daylight,rainy,True,False,evening,False,True,0,0.11
11593,highway,4,0.09,35,dim,foggy,False,True,morning,True,True,2,0.09
11594,urban,4,0.46,35,dim,rainy,False,True,morning,False,True,2,0.25
11595,rural,2,0.04,60,dim,clear,True,False,morning,False,True,2,0.24
11596,highway,4,1.0,70,dim,rainy,True,True,evening,False,False,2,0.49
11597,urban,3,0.14,35,daylight,foggy,True,False,afternoon,False,False,0,0.27
11598,rural,4,0.35,35,dim,rainy,False,True,evening,True,False,1,0.18
11599,highway,4,0.1,60,dim,foggy,False,True,morning,False,False,2,0.38
11600,urban,1,0.38,70,dim,rainy,False,True,evening,True,True,1,0.38
11601,highway,2,0.32,35,daylight,rainy,False,True,afternoon,False,True,2,0.2
11602,urban,3,0.13,70,daylight,rainy,False,False,morning,True,False,1,0.28
11603,rural,4,0.17,60,daylight,foggy,True,False,evening,False,False,0,0.29
11604,rural,1,0.58,60,daylight,foggy,False,True,evening,False,True,1,0.39
11605,urban,3,0.89,25,daylight,foggy,False,False,evening,True,False,2,0.39
11606,highway,3,0.2,45,daylight,foggy,False,True,afternoon,False,True,1,0.13
11607,rural,2,0.59,45,dim,rainy,False,False,morning,False,False,0,0.28
11608,highway,4,0.33,35,night,clear,False,False,afternoon,True,False,1,0.37
11609,rural,4,0.28,45,dim,foggy,False,True,morning,True,True,2,0.19
11610,urban,3,0.61,35,dim,rainy,False,False,morning,False,False,1,0.34
11611,highway,4,0.04,25,daylight,clear,False,True,morning,False,False,1,0.02
11612,rural,2,0.19,25,dim,foggy,False,True,afternoon,False,False,2,0.19
11613,urban,1,0.15,35,dim,clear,True,False,morning,False,True,1,0.07
11614,highway,4,0.0,25,dim,clear,False,False,evening,True,False,0,0.06
11615,rural,2,0.67,45,daylight,rainy,True,False,morning,True,True,1,0.39
11616,urban,4,0.84,35,dim,clear,False,True,morning,False,True,1,0.29
11617,highway,2,0.8,25,dim,rainy,True,True,morning,False,False,0,0.38
11618,rural,4,0.24,25,daylight,rainy,False,True,evening,True,False,1,0.17
11619,highway,4,0.84,45,night,clear,True,False,evening,False,True,1,0.42
11620,urban,4,0.7,45,dim,foggy,False,False,morning,True,False,0,0.2
11621,urban,3,0.14,45,dim,rainy,False,True,evening,False,False,1,0.13
11622,rural,4,0.09,70,dim,rainy,True,False,morning,False,True,1,0.37
11623,urban,2,0.25,45,night,foggy,False,False,morning,False,False,0,0.34
11624,highway,4,0.12,70,dim,foggy,True,False,afternoon,False,False,0,0.32
11625,urban,1,0.49,45,daylight,rainy,False,False,morning,False,False,0,0.19
11626,rural,4,0.49,60,daylight,foggy,False,False,afternoon,True,True,1,0.51
11627,urban,3,0.37,25,dim,rainy,False,False,morning,True,True,0,0.21
11628,highway,3,0.71,45,night,clear,True,False,morning,False,False,1,0.39
11629,urban,4,0.41,25,daylight,clear,False,False,morning,True,True,0,0.04
11630,urban,2,0.6,70,daylight,foggy,False,False,evening,True,True,2,0.49
11631,rural,2,0.68,45,night,rainy,True,True,evening,False,False,2,0.53
11632,rural,4,0.75,35,daylight,foggy,False,True,morning,False,False,1,0.39
11633,rural,2,0.9,45,daylight,clear,False,True,afternoon,False,False,2,0.32
11634,urban,4,0.5,45,daylight,clear,False,False,afternoon,True,True,1,0.18
11635,highway,1,0.36,45,dim,clear,False,False,afternoon,False,True,0,0.05
11636,highway,2,0.66,45,daylight,foggy,False,True,afternoon,True,True,1,0.27
11637,urban,4,0.98,60,night,clear,True,True,afternoon,False,True,3,0.81
11638,rural,3,0.21,25,night,foggy,True,False,afternoon,True,False,2,0.25
11639,urban,1,0.85,45,dim,foggy,False,True,morning,True,False,0,0.34
11640,rural,3,0.75,45,daylight,foggy,False,True,evening,False,False,1,0.28
11641,highway,4,0.59,45,daylight,rainy,False,True,evening,True,True,0,0.32
11642,rural,2,0.64,25,daylight,clear,True,True,morning,False,True,2,0.27
11643,highway,3,0.9,70,night,foggy,True,True,afternoon,True,True,2,0.7
11644,rural,4,0.53,25,daylight,foggy,False,False,morning,True,True,1,0.18
11645,urban,3,0.93,70,dim,clear,False,True,evening,True,True,3,0.59
11646,rural,2,0.76,25,daylight,foggy,False,True,morning,True,True,3,0.57
11647,rural,3,0.05,25,dim,rainy,True,True,afternoon,False,False,2,0.09
11648,rural,2,0.67,60,night,rainy,False,False,afternoon,True,False,0,0.74
11649,urban,1,0.56,25,night,foggy,True,True,afternoon,False,False,2,0.41
11650,urban,2,0.92,45,night,foggy,False,True,morning,True,True,2,0.5
11651,highway,2,0.91,60,night,foggy,True,True,afternoon,True,False,2,0.87
11652,urban,3,0.37,70,daylight,rainy,False,False,afternoon,False,True,0,0.46
